comments,sentiments,compound
"It is just the same thing as when you are poor, no body with like to make friend with u,   but immediately you become rich you will start seeing fake love and fake friends from different angle",pos,0.8294
Start thinking about your exams.,neu,0.0
"If they resume this year, I will join them next year..",pos,0.296
That will be nice,pos,0.4215
Maybe you can share some wisdom with me   ,pos,0.6808
"Sure, which school though ?",pos,0.3182
There's still 3 weeks for school,neu,0.0
"The 3 weeks is not enough,   they should postpone it to next year.",neg,-0.2263
"It will shock you tomorrow. By the way,   do you have pending exams? ",neg,-0.3818
I don't think ASUU will call off this strike tomorrow.,neg,-0.1593
If you want clicks just state it. There is nothing here that affirms or negates what's on ground.,pos,0.0772
we will look into this,neu,0.0
My fellow icon spotted...  ,neu,0.0
"If they don't call off the strike tomorrow,   I'll just go to Mars and start a new life    ",neg,-0.128
I'm not suprised at all,neu,0.0
Are you in any of the schools?,neu,0.0
got any spare space on your spaceship?..just incase,neu,0.0
I don't mind staying in the boot if the spaceship has one,neu,0.0
"just in case there's no more space in your spaceship,   I can hang on with rope even though it leaves me floating in the air",neg,-0.296
Yeah. Strike will not be suspended tomorrow but an agreement could be reached.,pos,0.7922
Suspension will require FGN to deliver on some of the items offered. ,neu,0.0
Salaries and earned allowance have to be paid and renegotiation has to commenced before suspension.,neu,0.0
"I don't need a space,    please can you just tie me by the wings? Dont worry about the rope i will provide a solid one",pos,0.2603
Hi sister are you a Med Student?,neu,0.0
which school?,neu,0.0
The main agreement has been reached. Plus renegotiations have taken place haven't they? That's the reason ASUU told universities to consult,pos,0.5574
It should be positive from the percentage of universities agreeing,pos,0.7184
"Of course it would.. The voting was very much in favour of calling the strike off today,   like I said earlier before,  ... I don't see any reason why ASUU shouldn't call off the strike today..",pos,0.5667
That is my Alma mata  ,neu,0.0
Your campus should be in Sagamu.,neu,0.0
Who can verify this please?,pos,0.3869
I saw it on a group!,neu,0.0
No agreement has been reached yet. There maybe an agreement at the end of today's meeting.,pos,0.6808
What happened last week is that government upgraded her offer to ASUU and the union directed her members to look at the new offer and take resolution on each item. The results from various congresses were collated yesterday and will be presented to government today. This is what will form the basis for any agreement if the results from congresses are in favour of accepting government offer. Otherwise the meeting will be inconclusive.,pos,0.8271
If the meeting reach an agreement then it will be left for government to start implementing what she promised immediately especially those items I mentioned in my previous post.,pos,0.7003
Renegotiation has not commenced. Government team has been reconstituted. Renegotiation is an important item in the struggle. It is what will give ASUU members new salary that is due for review. The hope is for renegotiation to be completed and new salary captured in 2021 budget. It may prolong the strike.,pos,0.2263
Same though my school is the better by far University (  Unilorin).,pos,0.4404
You might know Dr. Jargo then.,neu,0.0
!!!,neu,0.0
You should have just removed the Unilorin in the bracket to see if he will understand already.,neu,0.0
So Unilorin students fit follow us  check ASUU livescore... Chai!!! ,pos,0.5632
so what are the chances that the strike will be called off today sir,pos,0.0772
You didn't read what you quoted or you're just being sarcastic?,neg,-0.25
Zero chance.,pos,0.25
No meeting today again oooo,neg,-0.296
strike continues  ,neg,-0.128
I should just forget about engineering and enter cocoa farm,neg,-0.2263
Stop spreading rumours.,neg,-0.296
FG and ASUU can call off the strike but should please wait till January before schools will resume. Pity those who have to travel for 24 hours before getting to their school. They will still have to come back home for Christmas holiday. It doesn't make sense to resume this year.,pos,0.5346
please no answer this guy jhor...  ,neu,0.0258
Some foolish people no go allow person talk in peace..  The next thing they'll think of commenting fake news.. ,neg,-0.6705
If you don't know what to post just view and leave,neg,-0.0516
Are you sure??,pos,0.3939
"When school will resume is not the business of ASUU nor FG. When the strike is over,   it's up to your school to decide when to call students back. ",neg,-0.128
"However,   i believe college students are not kids,   it's not compulsory to travel home for Christmas if your school is far from home.",neu,0.0
9 good months!.,pos,0.4926
It's better to spend 4days in school celebrating Xmas and new year than spend another month at home,pos,0.765
wait and see,neu,0.0
Stop holding on to hearsays with 100% certainty.,neg,-0.0516
I heard that the meeting has been postponed ,neg,-0.2023
No vex boss..  I just thought texting (it's not true..  There's no meeting)  won't be bad..  Instead of texting FAKE NEWS..  You know how that sounds right,neg,-0.6304
Anyways I'm sorry bro,neg,-0.0772
is like meeting  ooo,pos,0.3612
Lemme catch you,neu,0.0
Meeting is ongoing..lets hope it ends positive and strike called off,pos,0.7184
Make we carry federal governmentand ASUU Go betNigeria so una go fit bet wether they will call of the strike or not...,pos,0.3102
Meeting actually started 2:25 sorry guys for the false information,neg,-0.0772
which false info,neu,0.0
lets not always be in haste to tag post fake unless  sure of the claim,neg,-0.2023
Suspending strike and school resumption are two different things. School authorities decide when school will resumed even after suspension of strike.,neg,-0.25
So far so good,pos,0.6213
I have to give it to the handler of this account  ,neu,0.0
Similar info is on this platform.,neu,0.0
And it even came 5 mins earlier before the parody guy tweeted.,neu,0.0
"Plus no clear msg,   everything looks disjointed",neg,-0.2263
I got the info the meeting ended in deadlock,neg,-0.34
This silence doesn't feel good  ,neg,-0.3412
" Wouldn't be surprised,   with the silence surrounding the whole thing.",neg,-0.1695
Meeting has ended in deadlock,neg,-0.34
everyone should go to bed. ,neu,0.0
Next meeting holds next week Wednesday ,neu,0.0
I swear I'm tired,neg,-0.4767
Most News say strike is being called off,neg,-0.1935
Just Punch is most? It's only Punch that has reported that an agreement has been reached.,pos,0.5574
The Nation too,neu,0.0
Not only punch bro,neu,0.0
The Nation too ,neu,0.0
"Oh, my bad! I've only seen Punch's on Google.",neg,-0.5848
Perhaps Biodun will talk tomorrow.,neu,0.0
Thanks bro.,pos,0.4404
"I pray he doesn't come out and say different thing. Even if resumption is not this year,   they should at least call the strike off.",pos,0.2023
